TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
FI;05.589.433/0001-48;;BRAM FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;0.03
FI;05.589.433/0001-48;;BRAM FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-03-31;Derivativos;0.01
FI;05.589.433/0001-48;;BRAM FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-03-31;Investimento no exterior;4.70
FI;05.589.433/0001-48;;BRAM FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;1.79
CLASSES - FIF;05.629.872/0001-37;;BRADESCO CORPORATE FIF -CIC CAMBIAL DÓLAR - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;99.82
CLASSES - FIF;05.629.872/0001-37;;BRADESCO CORPORATE FIF -CIC CAMBIAL DÓLAR - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;18.19
CLASSES - FIF;05.629.872/0001-37;;BRADESCO CORPORATE FIF -CIC CAMBIAL DÓLAR - RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;82.62
CLASSES - FIF;05.629.888/0001-40;;BRADESCO CORPORATE FIF -CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;19.06
CLASSES - FIF;05.629.888/0001-40;;BRADESCO CORPORATE FIF -CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;6.09
CLASSES - FIF;05.629.888/0001-40;;BRADESCO CORPORATE FIF -CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESP LIMITADA;2025-03-31;Derivativos;-9.36
CLASSES - FIF;05.629.888/0001-40;;BRADESCO CORPORATE FIF -CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;8.17
CLASSES - FIF;05.629.888/0001-40;;BRADESCO CORPORATE FIF -CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESP LIMITADA;2025-03-31;Títulos públicos federais;62.40
CLASSES - FIF;05.629.893/0001-52;;BRADESCO CORPORATE FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;4.56
CLASSES - FIF;05.629.893/0001-52;;BRADESCO CORPORATE FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;60.52
CLASSES - FIF;05.629.893/0001-52;;BRADESCO CORPORATE FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos de crédito privado;0.08
CLASSES - FIF;05.629.893/0001-52;;BRADESCO CORPORATE FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;30.64
CLASSES - FIF;05.629.904/0001-02;;BRADESCO CORPORATE FC FIF RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;29.41
CLASSES - FIF;05.629.904/0001-02;;BRADESCO CORPORATE FC FIF RENDA FIXA REFERENCIADA DI FEDERAL EXTRA -RESP LIMITADA;2025-03-31;Títulos públicos federais;66.04
CLASSES - FIF;05.635.774/0001-02;;BRADESCO H 1.000 FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO -  RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;4.76
CLASSES - FIF;05.635.774/0001-02;;BRADESCO H 1.000 FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO -  RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;63.16
CLASSES - FIF;05.635.774/0001-02;;BRADESCO H 1.000 FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos de crédito privado;0.08
CLASSES - FIF;05.635.774/0001-02;;BRADESCO H 1.000 FIF - CIC RENDA FIXA REFERENCIADA DI LONGO PRAZO -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;31.97
CLASSES - FIF;05.753.141/0001-07;;BRADESCO PRIME FIF - CIC DE AÇÕES IBOVESPA ATIVO - RESPONSABILIDADE LIMITADA;2025-03-31;Ações;91.99
CLASSES - FIF;05.753.141/0001-07;;BRADESCO PRIME FIF - CIC DE AÇÕES IBOVESPA ATIVO - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;0.51
CLASSES - FIF;05.753.141/0001-07;;BRADESCO PRIME FIF - CIC DE AÇÕES IBOVESPA ATIVO - RESPONSABILIDADE LIMITADA;2025-03-31;Investimento no exterior;4.70
CLASSES - FIF;05.753.141/0001-07;;BRADESCO PRIME FIF - CIC DE AÇÕES IBOVESPA ATIVO - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;1.78
FI;05.755.769/0001-33;;ICATU VANGUARDA PLUS FIF  RF  LONGO PRAZO - RESP  LTDA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;10.35
FI;05.755.769/0001-33;;ICATU VANGUARDA PLUS FIF  RF  LONGO PRAZO - RESP  LTDA;2025-03-31;Derivativos;0.73
FI;05.755.769/0001-33;;ICATU VANGUARDA PLUS FIF  RF  LONGO PRAZO - RESP  LTDA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;6.06
FI;05.755.769/0001-33;;ICATU VANGUARDA PLUS FIF  RF  LONGO PRAZO - RESP  LTDA;2025-03-31;Títulos de crédito privado;20.31
FI;05.755.769/0001-33;;ICATU VANGUARDA PLUS FIF  RF  LONGO PRAZO - RESP  LTDA;2025-03-31;Títulos públicos federais;63.29
FI;05.926.162/0001-79;;BRADESCO FUTURO FI FINANCEIRO - CIC DE CI MULT CRED PRIV - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;1.70
FI;05.926.162/0001-79;;BRADESCO FUTURO FI FINANCEIRO - CIC DE CI MULT CRED PRIV - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;27.34
FI;05.926.162/0001-79;;BRADESCO FUTURO FI FINANCEIRO - CIC DE CI MULT CRED PRIV - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;38.21
FI;05.926.162/0001-79;;BRADESCO FUTURO FI FINANCEIRO - CIC DE CI MULT CRED PRIV - RESP LIMITADA;2025-03-31;Títulos de crédito privado;12.62
FI;05.926.162/0001-79;;BRADESCO FUTURO FI FINANCEIRO - CIC DE CI MULT CRED PRIV - RESP LIMITADA;2025-03-31;Títulos públicos federais;22.38
FI;05.959.219/0001-36;;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;100.04
FI;05.964.067/0001-60;;FINACAP MAURITSSTAD FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Ações;96.03
FI;05.964.067/0001-60;;FINACAP MAURITSSTAD FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;3.25
CLASSES - FIF;05.983.558/0001-58;;BRADESCO PRIME FIF - CIC RENDA FIXA SPECIAL - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;19.05
CLASSES - FIF;05.983.558/0001-58;;BRADESCO PRIME FIF - CIC RENDA FIXA SPECIAL - RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;6.09
CLASSES - FIF;05.983.558/0001-58;;BRADESCO PRIME FIF - CIC RENDA FIXA SPECIAL - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;-9.36
CLASSES - FIF;05.983.558/0001-58;;BRADESCO PRIME FIF - CIC RENDA FIXA SPECIAL - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;8.17
CLASSES - FIF;05.983.558/0001-58;;BRADESCO PRIME FIF - CIC RENDA FIXA SPECIAL - RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;62.38
CLASSES - FIF;05.983.569/0001-38;;BRADESCO PRIME SPECIAL FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;4.57
CLASSES - FIF;05.983.569/0001-38;;BRADESCO PRIME SPECIAL FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;60.66
CLASSES - FIF;05.983.569/0001-38;;BRADESCO PRIME SPECIAL FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos de crédito privado;0.08
CLASSES - FIF;05.983.569/0001-38;;BRADESCO PRIME SPECIAL FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;30.71
CLASSES - FIF;05.983.641/0001-27;;BRADESCO TOPÁZIO FIF - CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;4.61
CLASSES - FIF;05.983.641/0001-27;;BRADESCO TOPÁZIO FIF - CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;61.25
CLASSES - FIF;05.983.641/0001-27;;BRADESCO TOPÁZIO FIF - CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos de crédito privado;0.08
CLASSES - FIF;05.983.641/0001-27;;BRADESCO TOPÁZIO FIF - CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;31.01
FI;05.983.660/0001-53;;BRADESCO PRIME FIF - CIC RENDA FIXA CURTO PRAZO - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;95.41
CLASSES - FIF;06.077.638/0001-07;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;2.76
CLASSES - FIF;06.077.638/0001-07;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;32.52
CLASSES - FIF;06.077.638/0001-07;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;25.64
CLASSES - FIF;06.077.638/0001-07;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Títulos de crédito privado;35.85
CLASSES - FIF;06.077.638/0001-07;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Títulos públicos federais;2.61
FI;06.081.490/0001-84;;BRAM FI FINANCEIRO - CI RF CP - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;98.75
FI;06.092.123/0001-86;;DAYCOVAL MULTIFUNDS FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Cotas de Fundos de Investimento 409;99.63
FI;06.092.123/0001-86;;DAYCOVAL MULTIFUNDS FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Outras Aplicações;0.60
CLASSES - FIF;06.127.871/0001-57;;BRADESCO H FIF - CIC RENDA FIXA LONGO PRAZO 1.000 - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;8.96
CLASSES - FIF;06.127.871/0001-57;;BRADESCO H FIF - CIC RENDA FIXA LONGO PRAZO 1.000 - RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;19.48
CLASSES - FIF;06.127.871/0001-57;;BRADESCO H FIF - CIC RENDA FIXA LONGO PRAZO 1.000 - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;-7.91
CLASSES - FIF;06.127.871/0001-57;;BRADESCO H FIF - CIC RENDA FIXA LONGO PRAZO 1.000 - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;17.62
CLASSES - FIF;06.127.871/0001-57;;BRADESCO H FIF - CIC RENDA FIXA LONGO PRAZO 1.000 - RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;54.03
FI;06.185.715/0001-42;;BRAM MACRO 22 FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-03-31;Derivativos;28.22
FI;06.185.715/0001-42;;BRAM MACRO 22 FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;36.10
FI;06.185.715/0001-42;;BRAM MACRO 22 FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-03-31;Títulos públicos federais;63.91
FI;06.190.196/0001-00;;BRADESCO PRIME FIF - CIC MULTI MULTI ALLOCATION - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;100.03
FI;06.190.263/0001-97;;BRADESCO FIF - CIC RENDA FIXA CURTO PRAZO - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;98.01
FI;06.224.719/0001-92;;ICATU VANGUARDA IBX FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Ações;95.51
FI;06.224.719/0001-92;;ICATU VANGUARDA IBX FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;2.94
FI;06.224.719/0001-92;;ICATU VANGUARDA IBX FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;3.42
FI;06.245.549/0001-22;;BRADESCO PIBBS I FI FINANCEIRO - CIA - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;98.98
FI;06.245.549/0001-22;;BRADESCO PIBBS I FI FINANCEIRO - CIA - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;1.05
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-03-31;Acões;0.74
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de Fundos de Investimento 555;6.46
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-03-31;Depósito a prazo e outros títulos de instituições financeiras;82.07
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-03-31;Operacões compromissadas lastreadas em títulos públicos federais;3.90
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-03-31;Títulos de crédito privado;6.84
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;3.57
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;31.61
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;25.85
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Títulos de crédito privado;34.84
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-03-31;Títulos públicos federais;4.39
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;3.43
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;43.57
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;9.61
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-03-31;Títulos de crédito privado;22.10
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-03-31;Títulos públicos federais;21.29
CLASSES - FIF;06.871.308/0001-99;;CSHG TOP 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-03-31;Outras Cotas de Fundos de Investimento;100.24
CLASSES - FIF;06.871.308/0001-99;;CSHG TOP 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-03-31;Outros;0.00
FI;06.916.384/0001-73;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES DIVIDENDOS - RESP LIMITADA;2025-03-31;Ações;95.77
FI;06.916.384/0001-73;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES DIVIDENDOS - RESP LIMITADA;2025-03-31;Derivativos;-0.01
FI;06.916.384/0001-73;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES DIVIDENDOS - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;3.79
FI;06.916.397/0001-42;;BRADESCO PRIME FIF - CIC DE AÇÕES DIVIDENDOS - RESP LIMITADA;2025-03-31;Ações;95.70
FI;06.916.397/0001-42;;BRADESCO PRIME FIF - CIC DE AÇÕES DIVIDENDOS - RESP LIMITADA;2025-03-31;Derivativos;-0.01
FI;06.916.397/0001-42;;BRADESCO PRIME FIF - CIC DE AÇÕES DIVIDENDOS - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;3.07
FI;06.940.782/0001-25;;RIO BRAVO FUNDAMENTAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-03-31;Ações;65.39
FI;06.940.782/0001-25;;RIO BRAVO FUNDAMENTAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;9.17
FI;06.940.782/0001-25;;RIO BRAVO FUNDAMENTAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;24.96
FI;06.988.623/0001-09;;BRADESCO FIF - CLASSE DE  INVESTIMENTO EM AÇÕES MID SMALL CAPS - RESPONSABILIDADE LIMITADA;2025-03-31;Ações;91.27
FI;06.988.623/0001-09;;BRADESCO FIF - CLASSE DE  INVESTIMENTO EM AÇÕES MID SMALL CAPS - RESPONSABILIDADE LIMITADA;2025-03-31;Derivativos;-0.02
FI;06.988.623/0001-09;;BRADESCO FIF - CLASSE DE  INVESTIMENTO EM AÇÕES MID SMALL CAPS - RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;9.25
FI;07.018.136/0001-78;;PRISMA FIA;2025-03-31;Ações;92.21
FI;07.018.136/0001-78;;PRISMA FIA;2025-03-31;Cotas de fundos de investimento 555;0.48
FI;07.018.136/0001-78;;PRISMA FIA;2025-03-31;Operações compromissadas lastreadas em títulospúblicos federais;6.78
FI;07.018.136/0001-78;;PRISMA FIA;2025-03-31;Outras aplicações;0.53
FI;07.187.482/0001-80;;BRAM MACRO MULTIESTRATÉGIA FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-03-31;Derivativos;171.64
FI;07.187.482/0001-80;;BRAM MACRO MULTIESTRATÉGIA FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;55.27
FI;07.187.482/0001-80;;BRAM MACRO MULTIESTRATÉGIA FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-03-31;Títulos públicos federais;44.87
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Ações;8.09
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;24.32
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Derivativos;0.03
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;5.77
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Títulos públicos federais;93.46
CLASSES - FIF;07.187.570/0001-81;;BRADESCO PODER PÚBLICO FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;29.87
CLASSES - FIF;07.187.570/0001-81;;BRADESCO PODER PÚBLICO FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;67.09
FI;07.187.751/0001-08;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES IS SUSTENTABILIDADE EMPRESARIAL - RESP LIMITADA;2025-03-31;Ações;97.40
FI;07.187.751/0001-08;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES IS SUSTENTABILIDADE EMPRESARIAL - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;1.74
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Ações;10.19
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;21.53
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Derivativos;1.89
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;7.51
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-03-31;Títulos públicos federais;89.61
FI;07.192.386/0001-20;;BRADESCO FIF - CIC MULTIMERCADO MULTIESTRATÉGIA - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;89.21
FI;07.192.386/0001-20;;BRADESCO FIF - CIC MULTIMERCADO MULTIESTRATÉGIA - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;3.63
FI;07.192.386/0001-20;;BRADESCO FIF - CIC MULTIMERCADO MULTIESTRATÉGIA - RESP LIMITADA;2025-03-31;Títulos públicos federais;7.26
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;4.68
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;46.82
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;19.55
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-03-31;Títulos de crédito privado;28.96
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-03-31;Títulos públicos federais;0.07
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 409;1.66
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Depósitos a prazo e outros títulos de instituições financeiras;26.72
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Operações compromissadas lastreadas em títulos públicos federais;37.34
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos de crédito privado;12.33
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-03-31;Títulos públicos federais;21.86
FI;07.194.559/0001-49;;BRADESCO PIBBS II FI FINANCEIRO - CIA - RESP LIMITADA;2025-03-31;Cotas de fundos de investimento 409;99.03
FI;07.194.559/0001-49;;BRADESCO PIBBS II FI FINANCEIRO - CIA - RESP LIMITADA;2025-03-31;Títulos públicos federais;0.60
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Ações;81.24
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de fundos de investimento 555;9.02
