TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
FI;06.127.871/0001-57;;BRADESCO H FIF - CIC RENDA FIXA LONGO PRAZO 1.000 - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;15.90
FI;06.127.871/0001-57;;BRADESCO H FIF - CIC RENDA FIXA LONGO PRAZO 1.000 - RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;56.27
FI;06.185.715/0001-42;;BRAM MACRO 22 FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-02-28;Derivativos;39.21
FI;06.185.715/0001-42;;BRAM MACRO 22 FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;33.96
FI;06.185.715/0001-42;;BRAM MACRO 22 FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-02-28;Títulos públicos federais;65.99
FI;06.190.196/0001-00;;BRADESCO PRIME FIF - CIC MULTI MULTI ALLOCATION - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;100.02
FI;06.190.263/0001-97;;BRADESCO FIF - CIC RENDA FIXA CURTO PRAZO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;93.68
FI;06.224.719/0001-92;;ICATU VANGUARDA IBX FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Ações;95.81
FI;06.224.719/0001-92;;ICATU VANGUARDA IBX FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Derivativos;3.69
FI;06.224.719/0001-92;;ICATU VANGUARDA IBX FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;1.88
FI;06.245.549/0001-22;;BRADESCO PIBBS I FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;98.96
FI;06.245.549/0001-22;;BRADESCO PIBBS I FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;1.07
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-02-28;Acões;0.67
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de Fundos de Investimento 555;6.49
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-02-28;Depósito a prazo e outros títulos de instituições financeiras;82.91
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-02-28;Operacões compromissadas lastreadas em títulos públicos federais;3.00
FI;06.275.894/0001-09;;FUNDO DE INVESTIMENTO SITA MIX MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-02-28;Títulos de crédito privado;6.93
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;3.54
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;30.50
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;26.41
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-02-28;Títulos de crédito privado;32.76
FI;06.865.916/0001-90;;BRADESCO PRIME H FIF - CIC RENDA FIXA CRÉDITO PRIVADO LP PERFORMANCE - RESP LIMITADA;2025-02-28;Títulos públicos federais;6.92
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;3.55
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;49.00
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;7.88
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-02-28;Títulos de crédito privado;19.49
CLASSES - FIF;06.866.051/0001-87;;TIVIO INSTITUCIONAL RENDA FIXA CRED PRIV FUNDO DE INVESTIMENTO FINANCEIRO - RESP LIMITADA;2025-02-28;Títulos públicos federais;20.07
FI;06.871.308/0001-99;;CSHG TOP 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-02-28;Outras Cotas de Fundos de Investimento;100.03
FI;06.871.308/0001-99;;CSHG TOP 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-02-28;Outros;0.00
FI;06.916.384/0001-73;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES DIVIDENDOS - RESP LIMITADA;2025-02-28;Ações;93.31
FI;06.916.384/0001-73;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES DIVIDENDOS - RESP LIMITADA;2025-02-28;Derivativos;0.07
FI;06.916.384/0001-73;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES DIVIDENDOS - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;3.14
FI;06.916.397/0001-42;;BRADESCO PRIME FIF - CIC DE AÇÕES DIVIDENDOS - RESP LIMITADA;2025-02-28;Ações;94.51
FI;06.916.397/0001-42;;BRADESCO PRIME FIF - CIC DE AÇÕES DIVIDENDOS - RESP LIMITADA;2025-02-28;Derivativos;0.07
FI;06.916.397/0001-42;;BRADESCO PRIME FIF - CIC DE AÇÕES DIVIDENDOS - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;3.32
FI;06.940.782/0001-25;;RIO BRAVO FUNDAMENTAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Ações;67.82
FI;06.940.782/0001-25;;RIO BRAVO FUNDAMENTAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 409;6.50
FI;06.940.782/0001-25;;RIO BRAVO FUNDAMENTAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;23.99
FI;06.988.623/0001-09;;BRADESCO FIF - CLASSE DE  INVESTIMENTO EM AÇÕES MID SMALL CAPS - RESPONSABILIDADE LIMITADA;2025-02-28;Ações;84.91
FI;06.988.623/0001-09;;BRADESCO FIF - CLASSE DE  INVESTIMENTO EM AÇÕES MID SMALL CAPS - RESPONSABILIDADE LIMITADA;2025-02-28;Derivativos;0.18
FI;06.988.623/0001-09;;BRADESCO FIF - CLASSE DE  INVESTIMENTO EM AÇÕES MID SMALL CAPS - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;11.52
FI;07.018.136/0001-78;;PRISMA FIA;2025-02-28;Ações;92.55
FI;07.018.136/0001-78;;PRISMA FIA;2025-02-28;Cotas de fundos de investimento 555;0.47
FI;07.018.136/0001-78;;PRISMA FIA;2025-02-28;Operações compromissadas lastreadas em títulospúblicos federais;6.26
FI;07.018.136/0001-78;;PRISMA FIA;2025-02-28;Outras aplicações;0.72
FI;07.187.482/0001-80;;BRAM MACRO MULTIESTRATÉGIA FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-02-28;Derivativos;27.82
FI;07.187.482/0001-80;;BRAM MACRO MULTIESTRATÉGIA FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;52.96
FI;07.187.482/0001-80;;BRAM MACRO MULTIESTRATÉGIA FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-02-28;Títulos públicos federais;46.66
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Ações;24.37
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;4.79
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Derivativos;5.47
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;8.90
FI;07.187.565/0001-79;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Títulos públicos federais;87.50
CLASSES - FIF;07.187.570/0001-81;;BRADESCO PODER PÚBLICO FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;30.02
CLASSES - FIF;07.187.570/0001-81;;BRADESCO PODER PÚBLICO FIF -  CIC RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;68.53
FI;07.187.751/0001-08;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES IS SUSTENTABILIDADE EMPRESARIAL - RESP LIMITADA;2025-02-28;Ações;96.33
FI;07.187.751/0001-08;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES IS SUSTENTABILIDADE EMPRESARIAL - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.32
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Ações;24.32
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;4.78
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Derivativos;5.46
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;8.88
FI;07.192.319/0001-05;;BRADESCO PRIME FIF - CIC MULTIMERCADO LONG SHORT - RESP LIMITADA;2025-02-28;Títulos públicos federais;87.30
FI;07.192.386/0001-20;;BRADESCO FIF - CIC MULTIMERCADO MULTIESTRATÉGIA - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;88.02
FI;07.192.386/0001-20;;BRADESCO FIF - CIC MULTIMERCADO MULTIESTRATÉGIA - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;3.70
FI;07.192.386/0001-20;;BRADESCO FIF - CIC MULTIMERCADO MULTIESTRATÉGIA - RESP LIMITADA;2025-02-28;Títulos públicos federais;8.36
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;4.74
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;44.42
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;22.38
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-02-28;Títulos de crédito privado;28.40
FI;07.192.395/0001-10;;BRADESCO CORPORATE FIF - CIC RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-02-28;Títulos públicos federais;0.13
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 409;1.82
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;25.30
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;37.93
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-02-28;Títulos de crédito privado;12.87
CLASSES - FIF;07.192.409/0001-04;;BRADESCO CORPORATE TOP FIF  - CIC  RENDA FIXA REFERENCIADA DI -  RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;21.99
FI;07.194.559/0001-49;;BRADESCO PIBBS II FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;99.12
FI;07.194.559/0001-49;;BRADESCO PIBBS II FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Títulos públicos federais;0.62
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Ações;79.62
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 555;9.56
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulospúblicos federais;0.05
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Outras aplicações;-1.24
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;12.01
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;1.92
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;26.90
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;44.05
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2025-02-28;Títulos de crédito privado;10.69
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2025-02-28;Títulos públicos federais;16.47
FI;07.364.099/0001-50;;BRADESCO FIF - CIC RENDA FIXA PREFIXADO CURTO - RESP LIMITADA;2025-02-28;Derivativos;8.04
FI;07.364.099/0001-50;;BRADESCO FIF - CIC RENDA FIXA PREFIXADO CURTO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;8.28
FI;07.364.099/0001-50;;BRADESCO FIF - CIC RENDA FIXA PREFIXADO CURTO - RESP LIMITADA;2025-02-28;Títulos públicos federais;91.79
FI;07.364.744/0001-34;;BRADESCO H FI FINANCEIRO - CIA PIBB IBRX 50 - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;99.10
FI;07.364.744/0001-34;;BRADESCO H FI FINANCEIRO - CIA PIBB IBRX 50 - RESP LIMITADA;2025-02-28;Títulos públicos federais;0.32
FI;07.364.756/0001-69;;BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA INDEX IRF-M - RESP LIMITADA;2025-02-28;Derivativos;8.04
FI;07.364.756/0001-69;;BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA INDEX IRF-M - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;8.28
FI;07.364.756/0001-69;;BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA INDEX IRF-M - RESP LIMITADA;2025-02-28;Títulos públicos federais;91.74
FI;07.381.653/0001-07;;SUL AMÉRICA ATIVO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-02-28;Derivativos;7.39
FI;07.381.653/0001-07;;SUL AMÉRICA ATIVO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;46.21
FI;07.381.653/0001-07;;SUL AMÉRICA ATIVO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-02-28;Títulos públicos federais;53.88
FI;07.400.556/0001-14;;ICATU VANGUARDA INFLAÇÃO LONGA FIF - CLASSE DE INVESTIMENTO EM COTAS RF LONGO PRAZO - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;1.03
FI;07.400.556/0001-14;;ICATU VANGUARDA INFLAÇÃO LONGA FIF - CLASSE DE INVESTIMENTO EM COTAS RF LONGO PRAZO - RESP LIMITADA;2025-02-28;Títulos públicos federais;99.07
FI;07.420.595/0001-83;;RIO VERDE SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Ações;100.03
FI;07.420.595/0001-83;;RIO VERDE SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;0.16
FI;07.455.460/0001-53;;CSHG ALLOCATION VERDE 90 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-02-28;Cotas de Fundos de Investimento 555;99.50
FI;07.455.460/0001-53;;CSHG ALLOCATION VERDE 90 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-02-28;Outras Cotas de Fundos de Investimento;0.49
FI;07.455.460/0001-53;;CSHG ALLOCATION VERDE 90 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-02-28;Outros;0.05
FI;07.488.106/0001-25;;VINCI GAS DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Ações;93.98
FI;07.488.106/0001-25;;VINCI GAS DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;3.10
CLASSES - FIF;07.535.827/0001-49;;BRADESCO H SUSTENTABILIDADE IS - FIF- CIC EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Ações;96.14
CLASSES - FIF;07.535.827/0001-49;;BRADESCO H SUSTENTABILIDADE IS - FIF- CIC EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.27
FI;07.667.163/0001-71;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI TASC - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;100.02
FI;07.667.213/0001-10;;BRADESCO PRIME FIF - CIC DE AÇÕES IBRX - 50 - RESP LIMITADA;2025-02-28;Ações;98.10
FI;07.667.213/0001-10;;BRADESCO PRIME FIF - CIC DE AÇÕES IBRX - 50 - RESP LIMITADA;2025-02-28;Derivativos;2.01
FI;07.667.213/0001-10;;BRADESCO PRIME FIF - CIC DE AÇÕES IBRX - 50 - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;0.34
FI;07.667.245/0001-16;;BRAM FI FINANCEIRO - CIA IBRX-50 - RESP LIMITADA;2025-02-28;Ações;97.97
FI;07.667.245/0001-16;;BRAM FI FINANCEIRO - CIA IBRX-50 - RESP LIMITADA;2025-02-28;Derivativos;2.01
FI;07.667.245/0001-16;;BRAM FI FINANCEIRO - CIA IBRX-50 - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;0.34
CLASSES - FIF;07.667.250/0001-29;;BRADESCO FUNDO DE INVESTIMENTO EM COTAS FIF RF REF DI PRODUZIR BAHIA III -RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;29.86
CLASSES - FIF;07.667.250/0001-29;;BRADESCO FUNDO DE INVESTIMENTO EM COTAS FIF RF REF DI PRODUZIR BAHIA III -RESP LIMITADA;2025-02-28;Títulos públicos federais;68.16
FI;07.667.259/0001-30;;BRADESCO FIF - CIC RENDA FIXA SIMPLES AUTOMÁTICO - RESPONSABILIDADE LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;0.86
FI;07.667.259/0001-30;;BRADESCO FIF - CIC RENDA FIXA SIMPLES AUTOMÁTICO - RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;40.83
FI;07.667.259/0001-30;;BRADESCO FIF - CIC RENDA FIXA SIMPLES AUTOMÁTICO - RESPONSABILIDADE LIMITADA;2025-02-28;Títulos públicos federais;54.46
FI;07.667.274/0001-88;;BRADESCO PRIME ÍNDICE DE SUSTENTABILIDADE EMPRESARIAL  IS FIF - CIC EM AÇÕES - RESP LIMITADA;2025-02-28;Ações;96.25
FI;07.667.274/0001-88;;BRADESCO PRIME ÍNDICE DE SUSTENTABILIDADE EMPRESARIAL  IS FIF - CIC EM AÇÕES - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.27
FI;07.667.299/0001-81;;BRADESCO PRIME NET CRISTAL FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;99.74
CLASSES - FIF;07.667.341/0001-64;;BRADESCO  GOVERNANÇA CORPORATIVA IS FIF - CIC EM AÇÕES  - RESPONSABILIDADE LIMITADA.;2025-02-28;Ações;96.31
CLASSES - FIF;07.667.341/0001-64;;BRADESCO  GOVERNANÇA CORPORATIVA IS FIF - CIC EM AÇÕES  - RESPONSABILIDADE LIMITADA.;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;2.27
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Ações;11.43
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;16.83
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Derivativos;51.01
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;10.04
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-02-28;Títulos públicos federais;64.66
FI;07.812.369/0001-48;;BAHIA AM REFERENCIADO DI FIF - CLASSE DE INVESTIMENTO RF REFERENCIADO DI - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;49.98
FI;07.812.369/0001-48;;BAHIA AM REFERENCIADO DI FIF - CLASSE DE INVESTIMENTO RF REFERENCIADO DI - RESP LIMITADA;2025-02-28;Títulos públicos federais;50.05
CLASSES - FIF;07.899.238/0001-40;;META VALOR FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Ações;93.33
CLASSES - FIF;07.899.238/0001-40;;META VALOR FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de Fundos de Investimento 409;5.88
CLASSES - FIF;07.899.238/0001-40;;META VALOR FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Operações Compromissadas Lastreadas em Títulos Públicos Federais;0.03
CLASSES - FIF;07.899.238/0001-40;;META VALOR FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Outras Aplicações;0.98
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2025-02-28;Cotas de fundos de investimento 409;8.15
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2025-02-28;Depósitos a prazo e outros títulos de instituições financeiras;31.20
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;14.00
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2025-02-28;Títulos de crédito privado;37.07
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2025-02-28;Títulos públicos federais;9.67
FI;07.986.196/0001-84;;BRADESCO H SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Ações;99.23
FI;07.986.196/0001-84;;BRADESCO H SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Derivativos;0.75
FI;07.986.196/0001-84;;BRADESCO H SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;0.32
FI;08.018.849/0001-02;;BANESTES BTG PACTUAL ABSOLUTO INSTITUCIONAL FIC DE FIF DE AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Cotas de fundos de investimento 555;98.66
FI;08.018.849/0001-02;;BANESTES BTG PACTUAL ABSOLUTO INSTITUCIONAL FIC DE FIF DE AÇÕES RESPONSABILIDADE LIMITADA;2025-02-28;Operações compromissadas lastreadas em títulos públicos federais;0.79
