TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Ações;78.28
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 555;9.54
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulospúblicos federais;1.80
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Outras aplicações;-2.17
FI;07.195.440/0001-90;;E2M INTRUST FUNDO DE INVESTIMENTO DE AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;12.54
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;1.98
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;24.20
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;44.87
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2024-12-31;Títulos de crédito privado;10.98
FI;07.287.126/0001-38;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI LIQUIDEZ ÁGORA - RESP LIMITADA;2024-12-31;Títulos públicos federais;17.99
FI;07.364.099/0001-50;;BRADESCO FIF - CIC RENDA FIXA PREFIXADO CURTO - RESP LIMITADA;2024-12-31;Derivativos;11.58
FI;07.364.099/0001-50;;BRADESCO FIF - CIC RENDA FIXA PREFIXADO CURTO - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;12.07
FI;07.364.099/0001-50;;BRADESCO FIF - CIC RENDA FIXA PREFIXADO CURTO - RESP LIMITADA;2024-12-31;Títulos públicos federais;88.32
FI;07.364.744/0001-34;;BRADESCO H FI FINANCEIRO - CIA PIBB IBRX 50 - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;98.08
FI;07.364.744/0001-34;;BRADESCO H FI FINANCEIRO - CIA PIBB IBRX 50 - RESP LIMITADA;2024-12-31;Títulos públicos federais;1.23
FI;07.364.756/0001-69;;BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA INDEX IRF-M - RESP LIMITADA;2024-12-31;Derivativos;11.58
FI;07.364.756/0001-69;;BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA INDEX IRF-M - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;12.06
FI;07.364.756/0001-69;;BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA INDEX IRF-M - RESP LIMITADA;2024-12-31;Títulos públicos federais;88.28
FI;07.381.653/0001-07;;SUL AMÉRICA ATIVO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2024-12-31;Derivativos;0.00
FI;07.381.653/0001-07;;SUL AMÉRICA ATIVO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;34.27
FI;07.381.653/0001-07;;SUL AMÉRICA ATIVO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2024-12-31;Títulos públicos federais;66.09
FI;07.400.556/0001-14;;ICATU VANGUARDA INFLAÇÃO LONGA FIF - CLASSE DE INVESTIMENTO EM COTAS RF LONGO PRAZO - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;0.97
FI;07.400.556/0001-14;;ICATU VANGUARDA INFLAÇÃO LONGA FIF - CLASSE DE INVESTIMENTO EM COTAS RF LONGO PRAZO - RESP LIMITADA;2024-12-31;Títulos públicos federais;99.19
FI;07.420.595/0001-83;;RIO VERDE SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Ações;97.41
FI;07.420.595/0001-83;;RIO VERDE SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;3.23
FI;07.455.460/0001-53;;CSHG ALLOCATION VERDE 90 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2024-12-31;Cotas de Fundos de Investimento 555;99.55
FI;07.455.460/0001-53;;CSHG ALLOCATION VERDE 90 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2024-12-31;Outras Cotas de Fundos de Investimento;0.44
FI;07.455.460/0001-53;;CSHG ALLOCATION VERDE 90 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2024-12-31;Outros;0.01
FI;07.488.106/0001-25;;VINCI GAS DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2024-12-31;Ações;95.38
FI;07.488.106/0001-25;;VINCI GAS DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;3.02
CLASSES - FIF;07.535.827/0001-49;;BRADESCO H SUSTENTABILIDADE IS - FIF- CIC EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Ações;95.35
CLASSES - FIF;07.535.827/0001-49;;BRADESCO H SUSTENTABILIDADE IS - FIF- CIC EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;2.22
FI;07.667.163/0001-71;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI TASC - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;100.01
FI;07.667.213/0001-10;;BRADESCO PRIME FIF - CIC DE AÇÕES IBRX - 50 - RESP LIMITADA;2024-12-31;Ações;97.63
FI;07.667.213/0001-10;;BRADESCO PRIME FIF - CIC DE AÇÕES IBRX - 50 - RESP LIMITADA;2024-12-31;Derivativos;2.26
FI;07.667.213/0001-10;;BRADESCO PRIME FIF - CIC DE AÇÕES IBRX - 50 - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;1.04
FI;07.667.245/0001-16;;BRAM FI FINANCEIRO - CIA IBRX-50 - RESP LIMITADA;2024-12-31;Ações;97.71
FI;07.667.245/0001-16;;BRAM FI FINANCEIRO - CIA IBRX-50 - RESP LIMITADA;2024-12-31;Derivativos;2.26
FI;07.667.245/0001-16;;BRAM FI FINANCEIRO - CIA IBRX-50 - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;1.04
CLASSES - FIF;07.667.250/0001-29;;BRADESCO FUNDO DE INVESTIMENTO EM COTAS FIF RF REF DI PRODUZIR BAHIA III -RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;34.63
CLASSES - FIF;07.667.250/0001-29;;BRADESCO FUNDO DE INVESTIMENTO EM COTAS FIF RF REF DI PRODUZIR BAHIA III -RESP LIMITADA;2024-12-31;Títulos públicos federais;63.35
FI;07.667.259/0001-30;;BRADESCO FIF - CIC RENDA FIXA SIMPLES AUTOMÁTICO - RESPONSABILIDADE LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;0.75
FI;07.667.259/0001-30;;BRADESCO FIF - CIC RENDA FIXA SIMPLES AUTOMÁTICO - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;48.68
FI;07.667.259/0001-30;;BRADESCO FIF - CIC RENDA FIXA SIMPLES AUTOMÁTICO - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;47.13
FI;07.667.274/0001-88;;BRADESCO PRIME ÍNDICE DE SUSTENTABILIDADE EMPRESARIAL  IS FIF - CIC EM AÇÕES - RESP LIMITADA;2024-12-31;Ações;95.22
FI;07.667.274/0001-88;;BRADESCO PRIME ÍNDICE DE SUSTENTABILIDADE EMPRESARIAL  IS FIF - CIC EM AÇÕES - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;2.22
FI;07.667.299/0001-81;;BRADESCO PRIME NET CRISTAL FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;94.18
FI;07.667.299/0001-81;;BRADESCO PRIME NET CRISTAL FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;0.05
FI;07.667.299/0001-81;;BRADESCO PRIME NET CRISTAL FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;1.91
FI;07.667.299/0001-81;;BRADESCO PRIME NET CRISTAL FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESP LIMITADA;2024-12-31;Títulos de crédito privado;0.00
FI;07.667.299/0001-81;;BRADESCO PRIME NET CRISTAL FUNDO DE INVESTIMENTO FINANCEIRO - CIC MULTIMERCADO - RESP LIMITADA;2024-12-31;Títulos públicos federais;3.56
CLASSES - FIF;07.667.341/0001-64;;BRADESCO  GOVERNANÇA CORPORATIVA IS FIF - CIC EM AÇÕES  - RESPONSABILIDADE LIMITADA.;2024-12-31;Ações;95.31
CLASSES - FIF;07.667.341/0001-64;;BRADESCO  GOVERNANÇA CORPORATIVA IS FIF - CIC EM AÇÕES  - RESPONSABILIDADE LIMITADA.;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;2.22
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Ações;11.87
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;15.01
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Investimento no exterior;2.01
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;11.39
FI;07.667.620/0001-28;;BRADESCO MULTIGESTORES FI FINANCEIRO - CIC MULT - RESP LIMITADA;2024-12-31;Títulos públicos federais;63.35
FI;07.812.369/0001-48;;BAHIA AM REFERENCIADO DI FIF - CLASSE DE INVESTIMENTO RF REFERENCIADO DI - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;52.92
FI;07.812.369/0001-48;;BAHIA AM REFERENCIADO DI FIF - CLASSE DE INVESTIMENTO RF REFERENCIADO DI - RESP LIMITADA;2024-12-31;Títulos públicos federais;47.11
CLASSES - FIF;07.899.238/0001-40;;META VALOR FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Ações;87.62
CLASSES - FIF;07.899.238/0001-40;;META VALOR FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de Fundos de Investimento 409;5.89
CLASSES - FIF;07.899.238/0001-40;;META VALOR FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;3.63
CLASSES - FIF;07.899.238/0001-40;;META VALOR FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Outras Aplicações;2.84
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;7.82
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;27.47
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;17.23
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2024-12-31;Títulos de crédito privado;38.36
FI;07.900.255/0001-50;;ICATU VANGUARDA CRÉDITO PRIVADO FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP -RESP LIMITADA;2024-12-31;Títulos públicos federais;9.11
FI;07.986.196/0001-84;;BRADESCO H SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Ações;98.74
FI;07.986.196/0001-84;;BRADESCO H SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Derivativos;1.22
FI;07.986.196/0001-84;;BRADESCO H SMALL CAPS FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;0.80
FI;08.018.849/0001-02;;BANESTES BTG PACTUAL ABSOLUTO INSTITUCIONAL FIC DE FIF DE AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 555;98.89
FI;08.018.849/0001-02;;BANESTES BTG PACTUAL ABSOLUTO INSTITUCIONAL FIC DE FIF DE AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;0.70
FI;08.018.849/0001-02;;BANESTES BTG PACTUAL ABSOLUTO INSTITUCIONAL FIC DE FIF DE AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;0.38
CLASSES - FIF;08.035.673/0001-99;;BRADESCO H CLASSIC FIF -  CIC RENDA FIXA REFERENCIADA DI LONGO  PRAZO - RESPONSABILIDADE LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;11.51
CLASSES - FIF;08.035.673/0001-99;;BRADESCO H CLASSIC FIF -  CIC RENDA FIXA REFERENCIADA DI LONGO  PRAZO - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;56.15
CLASSES - FIF;08.035.673/0001-99;;BRADESCO H CLASSIC FIF -  CIC RENDA FIXA REFERENCIADA DI LONGO  PRAZO - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de crédito privado;0.08
CLASSES - FIF;08.035.673/0001-99;;BRADESCO H CLASSIC FIF -  CIC RENDA FIXA REFERENCIADA DI LONGO  PRAZO - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;32.16
FI;08.154.725/0001-46;;BRADESCO H FIF - CIC DE AÇÕES SMALL CAPS - RESP LIMITADA;2024-12-31;Ações;98.75
FI;08.154.725/0001-46;;BRADESCO H FIF - CIC DE AÇÕES SMALL CAPS - RESP LIMITADA;2024-12-31;Derivativos;1.22
FI;08.154.725/0001-46;;BRADESCO H FIF - CIC DE AÇÕES SMALL CAPS - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;0.92
FI;08.244.560/0001-01;;BRADESCO FIF - CIC MULTIMERCADO QUANT - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;0.05
FI;08.244.560/0001-01;;BRADESCO FIF - CIC MULTIMERCADO QUANT - RESP LIMITADA;2024-12-31;Investimento no exterior;19.41
FI;08.244.560/0001-01;;BRADESCO FIF - CIC MULTIMERCADO QUANT - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;29.10
FI;08.244.560/0001-01;;BRADESCO FIF - CIC MULTIMERCADO QUANT - RESP LIMITADA;2024-12-31;Títulos de crédito privado;0.00
FI;08.244.560/0001-01;;BRADESCO FIF - CIC MULTIMERCADO QUANT - RESP LIMITADA;2024-12-31;Títulos públicos federais;51.50
FI;08.244.575/0001-61;;BRADESCO PRIME FIF - CIC DE AÇÕES SML - RESP LIMITADA;2024-12-31;Ações;93.93
FI;08.244.575/0001-61;;BRADESCO PRIME FIF - CIC DE AÇÕES SML - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;6.19
FI;08.246.263/0001-97;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA MAXI PODER PÚBLICO - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;9.76
FI;08.246.263/0001-97;;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA MAXI PODER PÚBLICO - RESP LIMITADA;2024-12-31;Títulos públicos federais;85.78
FI;08.246.279/0001-08;;BRADESCO SML FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2024-12-31;Ações;93.89
FI;08.246.279/0001-08;;BRADESCO SML FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;6.18
FI;08.246.301/0001-01;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA FIC MAIS - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 409;19.86
FI;08.246.301/0001-01;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA FIC MAIS - RESPONSABILIDADE LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;5.50
FI;08.246.301/0001-01;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA FIC MAIS - RESPONSABILIDADE LIMITADA;2024-12-31;Derivativos;-6.67
FI;08.246.301/0001-01;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA FIC MAIS - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;2.79
FI;08.246.301/0001-01;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA FIC MAIS - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;71.38
FI;08.246.318/0001-69;;BRADESCO INSTITUCIONAL IMA GERAL FI FINANCEIRO - CIC RF - RESP LIMITADA;2024-12-31;Derivativos;0.29
FI;08.246.318/0001-69;;BRADESCO INSTITUCIONAL IMA GERAL FI FINANCEIRO - CIC RF - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;1.54
FI;08.246.318/0001-69;;BRADESCO INSTITUCIONAL IMA GERAL FI FINANCEIRO - CIC RF - RESP LIMITADA;2024-12-31;Títulos públicos federais;98.16
FI;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;99.78
FI;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2024-12-31;Outras aplicações;0.18
FI;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 409;19.35
FI;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2024-12-31;Derivativos;-8.74
FI;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;9.98
FI;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;70.71
FI;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Ações;97.55
FI;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Derivativos;-15.76
FI;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;4.64
FI;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 555;100.03
FI;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2024-12-31;Outras aplicações;-0.03
FI;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;20.66
FI;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2024-12-31;Títulos públicos federais;79.36
FI;08.674.719/0001-10;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES SELEÇÃO - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de fundos de investimento 409;95.45
FI;08.674.719/0001-10;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES SELEÇÃO - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;0.56
FI;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;19.35
FI;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2024-12-31;Derivativos;-8.75
FI;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;9.98
FI;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2024-12-31;Títulos públicos federais;70.72
FI;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2024-12-31;Ações;19.13
FI;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;76.10
FI;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;1.27
FI;08.702.798/0001-25;;BRADESCO INSTITUCIONAL IMA-B FI FINANCEIRO - CIC RF - RESP LIMITADA;2024-12-31;Cotas de fundos de investimento 409;9.72
FI;08.702.798/0001-25;;BRADESCO INSTITUCIONAL IMA-B FI FINANCEIRO - CIC RF - RESP LIMITADA;2024-12-31;Derivativos;3.52
FI;08.702.798/0001-25;;BRADESCO INSTITUCIONAL IMA-B FI FINANCEIRO - CIC RF - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;3.74
FI;08.702.798/0001-25;;BRADESCO INSTITUCIONAL IMA-B FI FINANCEIRO - CIC RF - RESP LIMITADA;2024-12-31;Títulos públicos federais;86.56
CLASSES - FIF;08.702.804/0001-44;;BRADESCO FIF DEDICADO AO SETOR DE SAÚDE SUPLEMENTAR ANS - CI RF - RESPONSABILIDADE LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;19.37
CLASSES - FIF;08.702.804/0001-44;;BRADESCO FIF DEDICADO AO SETOR DE SAÚDE SUPLEMENTAR ANS - CI RF - RESPONSABILIDADE LIMITADA;2024-12-31;Títulos públicos federais;80.66
FI;08.756.265/0001-26;;BRADESCO FEEDER TNA FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;4.24
FI;08.756.265/0001-26;;BRADESCO FEEDER TNA FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;2024-12-31;Derivativos;10.04
FI;08.756.265/0001-26;;BRADESCO FEEDER TNA FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;29.24
FI;08.756.265/0001-26;;BRADESCO FEEDER TNA FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;2024-12-31;Títulos de crédito privado;0.28
FI;08.756.265/0001-26;;BRADESCO FEEDER TNA FIF - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;2024-12-31;Títulos públicos federais;66.25
FI;08.776.308/0001-35;;BRADESCO H TOP FIF - CLASSE DE  INVESTIMENTO RENDA FIXA LP CRÉDITO PRIVADO -  RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;24.48
FI;08.776.308/0001-35;;BRADESCO H TOP FIF - CLASSE DE  INVESTIMENTO RENDA FIXA LP CRÉDITO PRIVADO -  RESP LIMITADA;2024-12-31;Derivativos;-5.32
FI;08.776.308/0001-35;;BRADESCO H TOP FIF - CLASSE DE  INVESTIMENTO RENDA FIXA LP CRÉDITO PRIVADO -  RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;17.98
FI;08.776.308/0001-35;;BRADESCO H TOP FIF - CLASSE DE  INVESTIMENTO RENDA FIXA LP CRÉDITO PRIVADO -  RESP LIMITADA;2024-12-31;Títulos públicos federais;57.52
FI;08.815.386/0001-00;;INTER SELECTION AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de Fundos de Investimento 555;96.19
FI;08.815.386/0001-00;;INTER SELECTION AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;4.29
FI;08.845.635/0001-00;;MOSAICO FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Ações;87.74
FI;08.845.635/0001-00;;MOSAICO FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Depósitos a prazo e outros títulos de instituições financeiras;0.81
FI;08.845.635/0001-00;;MOSAICO FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Derivativos;-1.50
FI;08.845.635/0001-00;;MOSAICO FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Investimento no exterior;2.19
FI;08.845.635/0001-00;;MOSAICO FI FINANCEIRO - CIA - RESP LIMITADA;2024-12-31;Operações compromissadas lastreadas em títulos públicos federais;6.86
