TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;MES_RENTAB;PR_RENTAB_MES;PR_VARIACAO_INDICE_REFER_MES;PR_PERFM_INDICE_REFER_MES;RENTAB_MES_OBS
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;4;1.72;1.06;162.60;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;5;1.19;1.14;104.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;6;0.63;1.10;57.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;7;0.64;0.91;71.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;8;0.61;0.87;70.82;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;9;-0.05;0.83;-6.47;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;10;0.37;0.93;39.75;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;11;0.50;0.79;63.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.416/0001-16;;BRADESCO PRIME PRINCIPAL PROTEGIDO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-06-30;12;-0.18;0.93;-19.35;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;1;0.94;1.01;93.40;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;2;0.92;0.99;93.84;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;3;0.81;0.96;83.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;4;1.36;1.06;128.71;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;5;1.08;1.14;94.67;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;6;1.10;1.10;100.30;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;7;0.67;0.91;73.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;8;0.26;0.87;30.06;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;9;0.49;0.83;58.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;10;0.73;0.93;79.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;11;0.53;0.79;67.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.258.431/0001-64;;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RF DURATION - RESPONSABILIDADE LIMITADA;2025-06-30;12;0.90;0.93;97.20;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;1;4.75;4.86;-0.12;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;2;-2.66;-2.64;-0.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;3;4.12;6.08;-1.95;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;4;2.22;3.69;-1.47;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;5;1.93;1.45;0.48;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;6;1.87;1.33;0.54;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;7;4.09;3.02;1.07;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;8;3.84;6.54;-2.71;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;9;-1.74;-3.08;1.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;10;-0.10;-1.60;1.49;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;11;-3.55;-3.12;-0.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.279.304/0001-41;;ICATU VANGUARDA DIVIDENDOS FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-06-30;12;-4.67;-4.28;-0.38;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;1;1.02;1.01;100.99;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;2;0.91;0.99;91.92;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;3;0.87;0.96;90.63;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;4;0.96;1.06;90.57;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;5;1.06;1.14;92.98;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;6;1.02;1.10;92.73;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;7;0.86;0.91;94.51;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;8;0.83;0.87;95.40;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;9;0.78;0.83;93.98;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;10;0.89;0.93;95.70;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;11;0.76;0.79;96.20;0
CLASSES - FIF;08.627.607/0001-08;;B3 MARGEM GARANTIA REF DI FIC DE FUNDOS DE INVESTIMENTO - RESPONSABILIDADE LIMITADA;2025-06-30;12;0.84;0.93;90.32;0
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;1;1.05;1.01;103.67;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;2;0.96;0.99;97.67;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;3;0.93;0.96;97.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;4;1.02;1.06;97.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;5;1.12;1.14;98.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;6;1.08;1.10;98.12;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;7;0.89;0.91;97.65;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;8;0.85;0.87;98.26;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;9;0.82;0.83;98.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;10;0.92;0.93;98.70;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;11;0.79;0.79;99.74;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.669.394/0001-87;;TIVIO FEDERAL REF FI FINANCEIRO - CIC RF REFERENCIADA DI - RESP LIMITADA;2025-06-30;12;0.85;0.93;92.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;1;0.97;1.01;95.76;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;2;0.94;0.99;95.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;3;0.87;0.96;90.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;4;1.35;1.06;127.77;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;5;1.07;1.14;93.78;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;6;1.09;1.10;99.42;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;7;0.68;0.91;74.91;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;8;0.27;0.87;31.69;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;9;0.50;0.83;60.21;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;10;0.75;0.93;80.57;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;11;0.54;0.79;68.40;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.732/0001-79;;BRADESCO CORPORATE FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA DURATION - RESP LIMITADA;2025-06-30;12;0.91;0.93;98.20;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;1;4.37;4.86;-0.49;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;2;-2.91;-2.64;-0.27;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;3;4.30;6.08;-1.77;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;4;4.56;3.69;0.87;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;5;5.01;1.45;3.56;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;6;-0.10;1.33;-1.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;7;2.81;3.02;-0.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;8;5.89;6.54;-0.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;9;-3.16;-3.08;-0.09;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;10;-1.76;-1.60;-0.16;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;11;-1.94;-3.12;1.18;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;08.674.801/0001-44;;BRADESCO PRIME FIF - CIC DE AÇÕES SELEÇÃO - RESP LIMITADA;2025-06-30;12;-4.69;-4.28;-0.41;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
