TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
FI;10.199.934/0001-58;;BANRISUL DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;AÇÕES;97.53
FI;10.199.934/0001-58;;BANRISUL DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;0.61
FI;10.295.477/0001-03;;KONDOR MASTER FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Ações;4.80
FI;10.295.477/0001-03;;KONDOR MASTER FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;2.35
FI;10.295.477/0001-03;;KONDOR MASTER FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Investimento no exterior;12.95
FI;10.295.477/0001-03;;KONDOR MASTER FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;3.28
FI;10.295.477/0001-03;;KONDOR MASTER FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Títulos públicos federais;76.90
FI;10.342.116/0001-62;;TIVIO IRF-M1+ FIF - CLASSE DE  INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-04-30;Derivativos;27.00
FI;10.342.116/0001-62;;TIVIO IRF-M1+ FIF - CLASSE DE  INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;5.03
FI;10.342.116/0001-62;;TIVIO IRF-M1+ FIF - CLASSE DE  INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-04-30;Títulos públicos federais;94.84
FI;10.347.453/0001-42;;TIVIO ALOCAÇÃO INFLAÇÃO FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;2.32
FI;10.347.453/0001-42;;TIVIO ALOCAÇÃO INFLAÇÃO FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Títulos públicos federais;99.48
CLASSES - FIF;10.347.493/0001-94;;TIVIO BANKS RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;82.08
CLASSES - FIF;10.347.493/0001-94;;TIVIO BANKS RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;4.74
CLASSES - FIF;10.347.493/0001-94;;TIVIO BANKS RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA;2025-04-30;Títulos públicos federais;13.28
FI;10.435.467/0001-18;;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Ações;42.20
FI;10.435.467/0001-18;;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Derivativos;-14.44
FI;10.435.467/0001-18;;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;22.05
FI;10.435.467/0001-18;;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Títulos públicos federais;61.80
FI;10.590.147/0001-32;;BRAM INSTITUCIONAL IMA GERAL EX-C FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Derivativos;23.32
FI;10.590.147/0001-32;;BRAM INSTITUCIONAL IMA GERAL EX-C FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;2.71
FI;10.590.147/0001-32;;BRAM INSTITUCIONAL IMA GERAL EX-C FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Títulos públicos federais;97.23
FI;10.601.349/0001-32;;BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES FEDERAL II - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;28.08
FI;10.601.349/0001-32;;BRAM FIF - CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES FEDERAL II - RESP LIMITADA;2025-04-30;Títulos públicos federais;71.92
FI;10.601.479/0001-75;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES BRADESCO - RESP LIMITADA;2025-04-30;Ações;95.66
FI;10.601.479/0001-75;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES BRADESCO - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;1.92
FI;10.608.762/0001-29;;PERFIN FORESIGHT INSTITUCIONAL FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP  LIMITADA;2025-04-30;Ações;92.12
FI;10.608.762/0001-29;;PERFIN FORESIGHT INSTITUCIONAL FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP  LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;1.23
CLASSES - FIF;10.756.541/0001-06;;ICATU VANGUARDA INFLAÇÃO LONGA FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP - RESP LIMITADA;2025-04-30;Derivativos;4.50
CLASSES - FIF;10.756.541/0001-06;;ICATU VANGUARDA INFLAÇÃO LONGA FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;0.07
CLASSES - FIF;10.756.541/0001-06;;ICATU VANGUARDA INFLAÇÃO LONGA FIF - CLASSE DE INVESTIMENTO RENDA FIXA LP - RESP LIMITADA;2025-04-30;Títulos públicos federais;99.96
CLASSES - FIF;10.756.556/0001-66;;ICATU VANGUARDA GOLD FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP  LIMITADA;2025-04-30;Cotas de fundos de investimento 409;0.43
CLASSES - FIF;10.756.556/0001-66;;ICATU VANGUARDA GOLD FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP  LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;10.36
CLASSES - FIF;10.756.556/0001-66;;ICATU VANGUARDA GOLD FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP  LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;34.64
CLASSES - FIF;10.756.556/0001-66;;ICATU VANGUARDA GOLD FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP  LIMITADA;2025-04-30;Títulos de crédito privado;4.95
CLASSES - FIF;10.756.556/0001-66;;ICATU VANGUARDA GOLD FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP  LIMITADA;2025-04-30;Títulos públicos federais;49.67
FI;10.756.685/0001-54;;PRÓPRIO CAPITAL FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;Ações;98.54
FI;10.756.685/0001-54;;PRÓPRIO CAPITAL FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;Operações Compromissadas Lastreadas em Títulos Públicos Federais;0.57
FI;10.756.685/0001-54;;PRÓPRIO CAPITAL FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;Outras Aplicações;1.10
CLASSES - FIF;10.783.480/0001-68;;DAYCOVAL CLASSIC FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA CRÉDITO PRIVADO;2025-04-30;Cotas de Fundos de Investimento 409;100.07
CLASSES - FIF;10.783.480/0001-68;;DAYCOVAL CLASSIC FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA CRÉDITO PRIVADO;2025-04-30;Operações Compromissadas Lastreadas em Títulos Públicos Federais;0.03
CLASSES - FIF;10.783.480/0001-68;;DAYCOVAL CLASSIC FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA CRÉDITO PRIVADO;2025-04-30;Outras Aplicações;0.37
FI;10.813.716/0001-61;;BRADESCO H PERFORMANCE INSTITUCIONAL FI FINANCEIRO - CI RF CRED PRIV LP - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;3.26
FI;10.813.716/0001-61;;BRADESCO H PERFORMANCE INSTITUCIONAL FI FINANCEIRO - CI RF CRED PRIV LP - RESP LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;31.34
FI;10.813.716/0001-61;;BRADESCO H PERFORMANCE INSTITUCIONAL FI FINANCEIRO - CI RF CRED PRIV LP - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;26.79
FI;10.813.716/0001-61;;BRADESCO H PERFORMANCE INSTITUCIONAL FI FINANCEIRO - CI RF CRED PRIV LP - RESP LIMITADA;2025-04-30;Títulos de crédito privado;35.95
FI;10.813.716/0001-61;;BRADESCO H PERFORMANCE INSTITUCIONAL FI FINANCEIRO - CI RF CRED PRIV LP - RESP LIMITADA;2025-04-30;Títulos públicos federais;1.73
CLASSES - FIF;10.841.477/0001-53;;ICATU VANGUARDA MULTIESTRATÉGIA ARROJADO FIF CIC MULTIMERCADO CRED PRIV - RESP LIMITADA;2025-04-30;Ações;23.95
CLASSES - FIF;10.841.477/0001-53;;ICATU VANGUARDA MULTIESTRATÉGIA ARROJADO FIF CIC MULTIMERCADO CRED PRIV - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;19.29
CLASSES - FIF;10.841.477/0001-53;;ICATU VANGUARDA MULTIESTRATÉGIA ARROJADO FIF CIC MULTIMERCADO CRED PRIV - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;8.85
CLASSES - FIF;10.841.477/0001-53;;ICATU VANGUARDA MULTIESTRATÉGIA ARROJADO FIF CIC MULTIMERCADO CRED PRIV - RESP LIMITADA;2025-04-30;Títulos de crédito privado;7.88
CLASSES - FIF;10.841.477/0001-53;;ICATU VANGUARDA MULTIESTRATÉGIA ARROJADO FIF CIC MULTIMERCADO CRED PRIV - RESP LIMITADA;2025-04-30;Títulos públicos federais;34.02
CLASSES - FIF;10.922.432/0001-03;;ICATU VANGUARDA INFLAÇÃO CURTA FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-04-30;Derivativos;5.70
CLASSES - FIF;10.922.432/0001-03;;ICATU VANGUARDA INFLAÇÃO CURTA FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;1.07
CLASSES - FIF;10.922.432/0001-03;;ICATU VANGUARDA INFLAÇÃO CURTA FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-04-30;Títulos públicos federais;98.96
FI;10.922.627/0001-53;;PRIVATE STOCKS FUNDO DE INVESTIMENTO DE AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;Ações;144.23
FI;10.922.627/0001-53;;PRIVATE STOCKS FUNDO DE INVESTIMENTO DE AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulospúblicos federais;0.66
FI;10.922.627/0001-53;;PRIVATE STOCKS FUNDO DE INVESTIMENTO DE AÇÕES RESPONSABILIDADE LIMITADA;2025-04-30;Outras aplicações;-44.89
FI;10.986.880/0001-70;;BRADESCO INSTITUCIONAL IMA-B TÍTULOS PÚBLICOS FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;0.15
FI;10.986.880/0001-70;;BRADESCO INSTITUCIONAL IMA-B TÍTULOS PÚBLICOS FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-04-30;Títulos públicos federais;99.88
FI;11.016.883/0001-44;;BRAM IMA GERAL FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Derivativos;0.99
FI;11.016.883/0001-44;;BRAM IMA GERAL FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;4.96
FI;11.016.883/0001-44;;BRAM IMA GERAL FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;Títulos públicos federais;95.02
FI;11.077.933/0001-01;;KONDOR MASTER CASH FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;0.47
FI;11.077.933/0001-01;;KONDOR MASTER CASH FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;Títulos públicos federais;99.80
CLASSES - FIF;11.182.064/0001-77;;CONSTÂNCIA FUNDAMENTO FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;Ações;94.21
CLASSES - FIF;11.182.064/0001-77;;CONSTÂNCIA FUNDAMENTO FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;Derivativos;-31.15
CLASSES - FIF;11.182.064/0001-77;;CONSTÂNCIA FUNDAMENTO FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;2.39
FI;11.225.767/0001-35;;STUDIO INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Ações;84.58
FI;11.225.767/0001-35;;STUDIO INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;3.50
FI;11.225.767/0001-35;;STUDIO INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Investimento no exterior;5.84
FI;11.225.767/0001-35;;STUDIO INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;4.77
FI;11.232.995/0001-32;;BRADESCO H IBOVESPA REGIMES DE PREVIDÊNCIA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Ações;4.42
FI;11.232.995/0001-32;;BRADESCO H IBOVESPA REGIMES DE PREVIDÊNCIA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;83.00
FI;11.232.995/0001-32;;BRADESCO H IBOVESPA REGIMES DE PREVIDÊNCIA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Derivativos;11.74
FI;11.232.995/0001-32;;BRADESCO H IBOVESPA REGIMES DE PREVIDÊNCIA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;5.86
FI;11.232.995/0001-32;;BRADESCO H IBOVESPA REGIMES DE PREVIDÊNCIA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Títulos públicos federais;6.73
FI;11.245.687/0001-41;;VINCI REF DI FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;7.29
FI;11.245.687/0001-41;;VINCI REF DI FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA;2025-04-30;Títulos públicos federais;92.81
FI;11.286.540/0001-08;;STUDIO MASTER FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Ações;84.52
FI;11.286.540/0001-08;;STUDIO MASTER FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;3.50
FI;11.286.540/0001-08;;STUDIO MASTER FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Investimento no exterior;5.83
FI;11.286.540/0001-08;;STUDIO MASTER FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;4.76
FI;11.311.874/0001-86;;BANRISUL SOBERANO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA SIMPLES LONGO PRAZO RESP LIMITADA;2025-04-30;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;25.16
FI;11.311.874/0001-86;;BANRISUL SOBERANO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA SIMPLES LONGO PRAZO RESP LIMITADA;2025-04-30;TÍTULOS PÚBLICOS FEDERAIS;74.88
FI;11.435.287/0001-07;;MAG FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO RENDA FIXA - RESP LIMITADATA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;10.99
FI;11.435.287/0001-07;;MAG FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO RENDA FIXA - RESP LIMITADATA;2025-04-30;Derivativos;0.00
FI;11.435.287/0001-07;;MAG FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO RENDA FIXA - RESP LIMITADATA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;10.55
FI;11.435.287/0001-07;;MAG FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO RENDA FIXA - RESP LIMITADATA;2025-04-30;Títulos de crédito privado;22.71
FI;11.435.287/0001-07;;MAG FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE  INVESTIMENTO RENDA FIXA - RESP LIMITADATA;2025-04-30;Títulos públicos federais;55.74
FI;11.458.144/0001-02;;SUL AMÉRICA EQUITIES FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;Ações;84.05
FI;11.458.144/0001-02;;SUL AMÉRICA EQUITIES FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;Derivativos;11.89
FI;11.458.144/0001-02;;SUL AMÉRICA EQUITIES FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;13.92
FI;11.484.558/0001-06;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF IRF-M 1 TÍTULOS PÚBLICOS - RESP LIMITADA;2025-04-30;Derivativos;20.34
FI;11.484.558/0001-06;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF IRF-M 1 TÍTULOS PÚBLICOS - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;3.73
FI;11.484.558/0001-06;;BRADESCO FIF - CLASSE DE INVESTIMENTO RF IRF-M 1 TÍTULOS PÚBLICOS - RESP LIMITADA;2025-04-30;Títulos públicos federais;96.29
FI;11.504.894/0001-73;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES - PETROBRAS 2010 - RESP LIMITADA;2025-04-30;Ações;97.31
FI;11.504.894/0001-73;;BRADESCO FIF - CLASSE DE INVESTIMENTO EM AÇÕES - PETROBRAS 2010 - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;0.37
FI;11.555.338/0001-26;;BRADESCO EMPRESAS H FIF - CLASSE DE INVESTIMENTO RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;2.59
FI;11.555.338/0001-26;;BRADESCO EMPRESAS H FIF - CLASSE DE INVESTIMENTO RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;24.95
FI;11.555.338/0001-26;;BRADESCO EMPRESAS H FIF - CLASSE DE INVESTIMENTO RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;35.00
FI;11.555.338/0001-26;;BRADESCO EMPRESAS H FIF - CLASSE DE INVESTIMENTO RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Outras aplicações;0.93
FI;11.555.338/0001-26;;BRADESCO EMPRESAS H FIF - CLASSE DE INVESTIMENTO RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Títulos de crédito privado;36.05
FI;11.616.482/0001-25;;OCCAM FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Ações;85.88
FI;11.616.482/0001-25;;OCCAM FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Derivativos;6.90
FI;11.616.482/0001-25;;OCCAM FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;11.63
FI;11.628.883/0001-03;;OCCAM FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Ações;85.83
FI;11.628.883/0001-03;;OCCAM FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Derivativos;6.90
FI;11.628.883/0001-03;;OCCAM FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;12.05
FI;11.675.309/0001-06;;BRADESCO IBOVESPA VALUATION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Ações;87.34
FI;11.675.309/0001-06;;BRADESCO IBOVESPA VALUATION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Derivativos;0.09
FI;11.675.309/0001-06;;BRADESCO IBOVESPA VALUATION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;8.24
FI;11.898.280/0001-13;;PLURAL DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;Ações;89.00
FI;11.898.280/0001-13;;PLURAL DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;Derivativos;1.97
FI;11.898.280/0001-13;;PLURAL DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;12.05
FI;11.952.800/0001-29;;PERFIN FORESIGHT MASTER FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP  LIMITADA;2025-04-30;Ações;92.04
FI;11.952.800/0001-29;;PERFIN FORESIGHT MASTER FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP  LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;1.10
FI;12.085.947/0001-21;;BRADESCO MACRO FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;100.03
FI;12.086.151/0001-93;;BRAM H IBOVESPA GESTÃO FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Ações;11.30
FI;12.086.151/0001-93;;BRAM H IBOVESPA GESTÃO FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;58.30
FI;12.086.151/0001-93;;BRAM H IBOVESPA GESTÃO FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Derivativos;29.99
FI;12.086.151/0001-93;;BRAM H IBOVESPA GESTÃO FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;14.39
FI;12.086.151/0001-93;;BRAM H IBOVESPA GESTÃO FI FINANCEIRO - CIA - RESP LIMITADA;2025-04-30;Títulos públicos federais;15.81
FI;12.088.861/0001-52;;BRADESCO FIF - CIC RF CRED PRIVADO LP IS PERFOMANCE SRI 20 - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;1.44
FI;12.088.861/0001-52;;BRADESCO FIF - CIC RF CRED PRIVADO LP IS PERFOMANCE SRI 20 - RESP LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;28.91
FI;12.088.861/0001-52;;BRADESCO FIF - CIC RF CRED PRIVADO LP IS PERFOMANCE SRI 20 - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;37.66
FI;12.088.861/0001-52;;BRADESCO FIF - CIC RF CRED PRIVADO LP IS PERFOMANCE SRI 20 - RESP LIMITADA;2025-04-30;Outras Cotas de fundos de investimento;0.01
FI;12.088.861/0001-52;;BRADESCO FIF - CIC RF CRED PRIVADO LP IS PERFOMANCE SRI 20 - RESP LIMITADA;2025-04-30;Títulos de crédito privado;32.20
CLASSES - FIF;12.092.501/0001-24;;BRADESCO H NOVO EXECUTIVO FIF - CIC RENDA FIXA REFERENCIADA DI  CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;1.81
CLASSES - FIF;12.092.501/0001-24;;BRADESCO H NOVO EXECUTIVO FIF - CIC RENDA FIXA REFERENCIADA DI  CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;59.28
CLASSES - FIF;12.092.501/0001-24;;BRADESCO H NOVO EXECUTIVO FIF - CIC RENDA FIXA REFERENCIADA DI  CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;25.96
CLASSES - FIF;12.092.501/0001-24;;BRADESCO H NOVO EXECUTIVO FIF - CIC RENDA FIXA REFERENCIADA DI  CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;Títulos de crédito privado;12.11
CLASSES - FIF;12.092.501/0001-24;;BRADESCO H NOVO EXECUTIVO FIF - CIC RENDA FIXA REFERENCIADA DI  CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;Títulos públicos federais;0.81
FI;12.092.694/0001-13;;BRADESCO PRIME H FIF - CIC DE RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Cotas de fundos de investimento 409;3.09
FI;12.092.694/0001-13;;BRADESCO PRIME H FIF - CIC DE RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Depósitos a prazo e outros títulos de instituições financeiras;24.16
FI;12.092.694/0001-13;;BRADESCO PRIME H FIF - CIC DE RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;34.77
FI;12.092.694/0001-13;;BRADESCO PRIME H FIF - CIC DE RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Títulos de crédito privado;34.89
FI;12.092.694/0001-13;;BRADESCO PRIME H FIF - CIC DE RF CRED PRIVADO LP PERFORMANCE 20 - RESP LIMITADA;2025-04-30;Títulos públicos federais;2.77
FI;12.123.799/0001-92;;SKADE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-04-30;Cotas de Fundos de Investimento 555;100.28
FI;12.123.799/0001-92;;SKADE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-04-30;Outros;0.01
CLASSES - FIF;12.124.089/0001-87;;IBIUNA HEDGE FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;Derivativos;448.58
CLASSES - FIF;12.124.089/0001-87;;IBIUNA HEDGE FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;Investimento no exterior;13.26
CLASSES - FIF;12.124.089/0001-87;;IBIUNA HEDGE FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;Operações compromissadas lastreadas em títulos públicos federais;46.60
