TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;MES_RENTAB;PR_RENTAB_MES;PR_VARIACAO_INDICE_REFER_MES;PR_PERFM_INDICE_REFER_MES;RENTAB_MES_OBS
CLASSES - FIF;03.399.411/0001-90;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI PREMIUM - RESP LIMITADA;2025-01-31;12;0.86;0.93;93.07;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;1;5.77;4.86;118.67;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;2;0.48;0.99;48.12;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;3;-0.74;-0.71;104.21;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;4;-2.62;-1.70;154.05;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;5;-4.16;-3.04;136.79;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;6;1.89;1.48;127.94;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;7;2.00;3.02;66.14;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;8;3.99;6.54;61.06;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;9;-2.17;-3.08;70.36;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;10;0.00;-1.60;0.27;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;11;-3.47;-3.12;111.11;
FI;03.408.336/0001-86;;CSHG VERDE AM STRATEGY II FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESPONSABILIDADE LIMITADA;2025-01-31;12;-4.16;-4.28;97.20;
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;1;4.55;4.92;-0.37;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;2;0.86;0.96;-0.10;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;3;-0.95;-0.73;-0.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;4;-2.18;-1.34;-0.84;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;5;-3.43;-3.18;-0.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;6;1.28;1.51;-0.23;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;7;3.06;2.90;0.16;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;8;6.88;6.60;0.29;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;9;-2.88;-2.97;0.09;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;10;-1.40;-1.53;0.13;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;11;-3.38;-2.91;-0.48;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.473.193/0001-96;;BRADESCO INSTITUCIONAL IBRX ATIVO FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;12;-4.08;-4.38;0.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;1;0.93;1.01;91.79;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;2;0.70;0.80;87.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;3;0.71;0.83;85.48;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;4;0.77;0.89;86.99;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;5;0.70;0.83;83.67;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;6;0.69;0.79;88.06;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;7;0.77;0.91;84.82;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;8;0.77;0.87;88.97;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;9;0.70;0.83;83.70;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;10;0.80;0.93;85.98;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;11;0.69;0.79;86.79;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.553.574/0001-85;;BRADESCO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO TEAM - RESPONSABILIDADE LIMITADA;2025-01-31;12;0.73;0.93;78.81;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;1;1.52;1.01;150.85;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;2;0.80;0.80;100.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;3;1.41;0.83;168.87;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;4;-3.83;0.89;-431.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;5;2.41;0.83;289.59;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;6;1.56;0.79;198.01;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;7;1.32;0.91;145.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;8;0.62;0.87;71.38;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;9;1.55;0.83;186.33;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;10;-0.23;0.93;-25.09;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;11;3.09;0.79;390.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.583.239/0001-20;;BRADESCO H AQUAMARINE FIF - CLASSE DE  INVESTIMENTO EM COTAS MULT - RESPONSABILIDADE LIMITADA;2025-01-31;12;2.06;0.93;221.72;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;1;5.31;4.86;0.44;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;2;1.92;0.99;0.93;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;3;-0.59;-0.71;0.11;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;4;-6.73;-1.70;-5.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;5;-4.06;-3.04;-1.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;6;-0.13;1.48;-1.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;7;4.15;3.02;1.13;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;8;4.74;6.54;-1.80;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;9;-2.32;-3.08;0.75;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;10;-0.60;-1.60;0.99;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;11;-4.73;-3.12;-1.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.660.879/0001-96;;BRADESCO SELECTION FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-01-31;12;-5.86;-4.28;-1.58;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;1;0.94;1.01;93.27;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;2;0.73;0.80;90.86;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;3;0.76;0.83;91.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;4;0.81;0.89;90.96;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;5;0.75;0.83;89.72;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;6;0.70;0.79;89.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;7;0.82;0.91;89.86;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;8;0.80;0.87;92.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;9;0.75;0.83;89.63;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;10;0.84;0.93;90.18;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;11;0.72;0.79;90.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;03.706.631/0001-19;;BRADESCO H FIF - CIC RENDA FIXA REFERENCIA DI LONGO PRAZO GRUPOS  - RESPONSABILIDADE LIMITADA;2025-01-31;12;0.80;0.93;86.49;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;1;0.91;1.01;90.12;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;2;0.70;0.80;87.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;3;0.73;0.83;87.93;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;4;0.77;0.89;86.52;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;5;0.71;0.83;85.71;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;6;0.67;0.79;85.26;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;7;0.78;0.91;86.19;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;8;0.75;0.87;86.81;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;03.766.575/0001-08;;BRADESCO FIF - CIC RENDA FIXA REFERENCIADA DI HIPERFUNDO -RESPONSABILIDADE LIMITADA;2025-01-31;9;0.72;0.83;86.40;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
